587401680258072613,akaazee,10
482994083359490058,talapeche,-10
424940298888806400,akayani,-30
317586902305996801,zeriuselbandito,10
290522544593698816,gr8_17k,10
279308005428690944,yacine20005,6939
1275183117342212118,Aura Meter,999999999
283199461235228673,channnnchannn,30
365867825308631040,jusdekiwi,-10
432610292342587392,Mudae,-30
648119346182356993,cyrielle_vtr,-30
744694015630245949,Peter!,30
767016377068158996,thutch_,30
839527501663698975,ayumimochii,30
